Appointment Date,Appointment Time,Appointment Nbr,Appointment Type,Appointment Status,Shipment Nbr,Order Status,REF Shipment Nbr,Carrier,ASN,ASN Status,Appointment Notes
07/26/2024,08:00,42153378,Live Load,Complete,9010171452,Shipped,0309568249,RBTW,,,
07/26/2024,08:00,42153337,Live Load,Complete,9010171429,Shipped,0309568256,WALM,,,
07/26/2024,08:00,42153410,Pickup Load,Complete,9010171447,Shipped,0309568063,MTEN,,,
07/26/2024,08:00,42151568,Live Load,Complete,9010170595,Shipped,0309554652,RBTW,,,
07/26/2024,09:00,42153416,Pickup Load,Complete,9010171449,Shipped,0309568230,MTEN,,,
07/26/2024,09:00,42155375,Pickup Load,Complete,9010169848,Shipped,0309544842,STVV,,,Load on stevens
07/26/2024,09:00,42152444,Pickup Load,Canceled,9010170977,Shipped,0309560497,STVV,,,
07/26/2024,09:00,42153523,Pickup Load,Scheduled,9010171543,Shipped,0309569483,MTEN,,,
07/26/2024,09:00,42153434,Live Load,Complete,9010171528,Shipped,0309569086,METG,,,
07/26/2024,09:00,42154352,Live Load,Complete,,,,CPU,,,MCLANE
07/26/2024,09:00,42153418,Pickup Load,Complete,9010171450,Shipped,0309568225,MTEN,,,
07/26/2024,09:00,42153414,Pickup Load,Complete,9010171446,Shipped,0309568240,MTEN,,,
07/26/2024,09:00,42153323,Live Load,Complete,9010171454,Shipped,0309568193,METG,,,
07/26/2024,09:00,42153073,Live Load,Complete,9010170705,Shipped,0309554962,SQNS,,,
07/26/2024,10:00,42153355,Pickup Load,Complete,9010171459,Shipped,0309568204,STVV,,,
07/26/2024,10:00,42153321,Live Load,Complete,9010171455,Shipped,0309568083,METG,,,
07/26/2024,10:00,42155068,Live Load,Complete,9010171304,Shipped,0309565987,SQNS,,,
07/26/2024,10:00,42153442,Pickup Load,Complete,9010171534,Shipped,0309569082,STVV,,,
07/26/2024,10:00,42153329,Live Load,Complete,9010171306,Shipped,0309566479,CPU,,,GRIZZ LOGISTICS
07/26/2024,10:00,42153481,Live Load,Complete,9010171694,Shipped,0309569134,TBXK,,,
07/26/2024,10:00,42153444,Pickup Load,Complete,9010171533,Shipped,0309569060,STVV,,,
07/26/2024,10:00,42153357,Live Load,Complete,9010171468,Shipped,0309568069,STVV,,,
07/26/2024,11:00,42153347,Pickup Load,Complete,9010171466,Shipped,0309568247,STVV,,,
07/26/2024,11:00,42153313,Live Load,Canceled,9010171457,Shipped,0309568075,METG,,,
07/26/2024,11:00,42154542,Live Load,Complete,9010170355,Shipped,0309552024,CPU,,,DL Freight
07/26/2024,11:00,42153962,Live Load,Complete,9010170042,Shipped,0309548695,CPU,,,Grizz Logistics
07/26/2024,12:00,42153269,Live Load,Complete,9010171405,Shipped,0309567603,METG,,,
07/26/2024,12:00,42152146,Pickup Load,Canceled,9010170880,Shipped,0309558118,STVV,,,
07/26/2024,12:00,42153351,Pickup Load,Complete,9010171432,Shipped,0309567614,STVV,,,
07/26/2024,13:00,42153080,Live Load,Complete,9010171057,Shipped,0309555723,MOEG,,,
07/26/2024,13:00,42153051,Pickup Load,Complete,9010170667,Shipped,0309554634,SQNS,,,
07/26/2024,13:00,42151629,Live Load,Complete,9010170555,Shipped,0309554193,CPU,,,Grizz Logistics
07/26/2024,13:00,42153117,Live Load,Complete,9010171300,Shipped,0309566016,CJHT,,,
07/26/2024,14:00,42152741,Live Load,Complete,9010171123,Shipped,0309563545,RBTW,,,
07/26/2024,14:00,42152808,Live Load,Complete,9010171117,Shipped,0309563118,CJHT,,,
07/26/2024,15:00,42153436,Live Load,Complete,9010170986,Shipped,0309560884,CPU,,,Magnum
07/26/2024,15:00,42153263,Live Load,Complete,9010171307,Shipped,0309566475,CPU,,,TRINITY
07/26/2024,15:00,42153380,Live Load,Complete,9010171453,Shipped,0309568258,RBTW,,,
07/26/2024,15:00,42153305,Live Load,Complete,9010171435,Shipped,0309567610,STVV,,,STEVENS
07/26/2024,15:00,42152708,Live Load,Complete,9010171051,Shipped,0309560730,SQNS,,,
07/26/2024,15:00,42153359,Pickup Load,Complete,9010171462,Shipped,0309568158,STVV,,,
07/26/2024,15:00,42152927,Pickup Load,Canceled,9010171143,,0309563820,STVV,,,
07/26/2024,15:00,42153285,Live Load,Complete,9010171440,Shipped,0309568198,CJHT,,,
07/26/2024,16:00,42153536,Live Load,Complete,9010171794,Shipped,0309569126,TBXK,,,
07/26/2024,16:00,42154039,Pickup Load,Scheduled,9010171464,Shipped,0309568166,SQNS,,,
07/26/2024,16:00,42153558,Pickup Load,Complete,9010171725,Shipped,0309569154,CJHT,,,
07/26/2024,16:00,42153448,Live Load,Complete,9010170724,Shipped,0309556056,CPU,,,Coyote Logistics
07/26/2024,16:00,42153446,Live Load,Complete,9010171311,Shipped,0309566476,CPU,,,Logistics One
07/26/2024,16:00,42155024,Live Load,Complete,9010170529,Shipped,0309552157,SQNS,,,sunstate carriers
07/26/2024,16:00,42153560,Pickup Load,Complete,9010171727,Shipped,0309569160,CJHT,,,
07/26/2024,16:00,42153479,Live Load,Canceled,9010170275,Shipped,0309550193,ABXN,,,
07/26/2024,16:00,42153600,Live Load,Complete,9010171487,Shipped,0309568228,MOEG,,,
07/26/2024,16:00,42154897,Live Load,Complete,9010171121,Shipped,0309563696,CPU,,,Long Ship
07/26/2024,16:00,42152863,Live Load,Complete,9010171077,Shipped,0309562540,CPU,,,STEVENS
07/26/2024,17:00,42154518,Live Load,Complete,9010171518,Shipped,0309569083,HEYL,,,
07/26/2024,17:00,42153616,Pickup Load,Scheduled,9010171520,Shipped,0309569023,HEYL,,,
07/26/2024,17:00,42153614,Pickup Load,Canceled,9010171518,Shipped,0309569083,HEYL,,,
07/26/2024,17:00,42153610,Live Load,Complete,9010171719,Shipped,0309569157,HEYL,,,
07/26/2024,17:00,42153604,Live Load,Complete,9010171442,Shipped,0309567643,MOEG,,,
07/26/2024,18:00,42153731,Live Load,Canceled,9010171865,Shipped,0309571300,METG,,,
07/26/2024,18:00,42153648,Pickup Load,Complete,9010171402,Shipped,0309567617,WIEL,,,
07/26/2024,18:00,42153716,Pickup Load,Canceled,9010171818,Shipped,0309570983,HEYL,,,
07/26/2024,18:00,42154041,Pickup Load,Complete,9010171460,Shipped,0309568159,SQNS,,,
07/26/2024,18:00,42154806,Live Load,Complete,9010170060,Shipped,0309548846,CLLQ,,,Coyote/ HOT LOAD
07/26/2024,18:00,42150569,Live Unload,Complete,,,,,4509956967,Receiving Verified,
07/26/2024,18:00,42153966,Live Load,Complete,9010171338,Shipped,0309567252,CPU,,,CR England-Global Transportation
07/26/2024,19:00,42154219,Live Load,Complete,9010171282,Shipped,0309565727,CPU,,,Diel-Jerue
07/26/2024,19:00,42154165,Live Load,Complete,9010169531,Shipped,0309540253,TBXK,,,
07/26/2024,19:00,42154191,Pickup Load,Canceled,9010171304,Shipped,0309565987,SQNS,,,
07/26/2024,19:00,42152997,Live Unload,Complete,,,,,4509962837,Receiving Verified,
07/26/2024,19:00,42153791,Live Load,Complete,9010171852,Shipped,0309571262,CLLQ,,,
07/26/2024,19:00,42153797,Live Load,Complete,9010171469,Shipped,0309568074,CLLQ,,,
07/26/2024,19:00,42153733,Live Load,Canceled,9010171855,Shipped,0309571319,METG,,,
07/26/2024,19:00,42153745,Pickup Load,Canceled,9010171844,Shipped,0309571288,CJHT,,,
07/26/2024,19:00,42153747,Pickup Load,Scheduled,9010171428,Shipped,0309567864,PRIJ,,,
07/26/2024,19:00,42153787,Live Load,Complete,9010171535,Shipped,0309569371,CPU,,,Diel-Jerue
07/26/2024,19:00,42150579,Live Unload,Complete,,,,,4509956947,Receiving Verified,
07/26/2024,20:00,42153848,Pickup Load,Canceled,9010171850,Shipped,0309571316,CJHT,,,
07/26/2024,20:00,42153055,Live Unload,Complete,,,,,4509956953,Receiving Verified,
07/26/2024,20:00,42153831,Live Load,Complete,9010170551,Shipped,0309554183,CPU,,,Spot
07/26/2024,20:00,42153975,Live Load,Complete,9010171819,Shipped,0309570783,RBTW,,,
07/26/2024,20:00,42150181,Live Load,Complete,9010169566,Shipped,0309541122,CPU,,,BJ'S LOGISTICS
07/26/2024,20:00,42154376,Live Load,Complete,9010171293,Shipped,0309566326,CPU,,,LONGSHIP
07/26/2024,20:00,42154320,Pickup Load,Complete,9010171461,Shipped,0309567998,SQNS,,,
07/26/2024,20:00,42153155,Live Load,Complete,9010171303,Shipped,0309566072,RBTW,,,
07/26/2024,20:00,42154402,Live Load,Complete,9010171287,Shipped,0309565811,CPU,,,White horse freight
07/26/2024,20:00,42153850,Pickup Load,Canceled,9010171846,Shipped,0309571296,CJHT,,,
07/26/2024,21:00,42154416,Live Load,Complete,9010172103,Shipped,0309575991,RBTW,,,
07/26/2024,21:00,42154782,Live Load,Complete,9010171122,Shipped,0309563694,CPU,,,LONGSHIP
07/26/2024,21:00,42150575,Live Unload,Complete,,,,,4509962761,Receiving Verified,
07/26/2024,21:00,42153978,Live Load,Complete,9010171820,Shipped,0309569145,RBTW,,,
07/26/2024,21:00,42154590,Pickup Load,Scheduled,9010169640,Shipped,0309542459,MTEN,,,
07/26/2024,21:00,42154538,Live Load,Complete,9010172229,Shipped,0309577302,RBTW,,,
07/26/2024,21:00,42153279,Live Load,Complete,9010171411,Shipped,0309567569,METG,,,
07/26/2024,22:00,42153973,Live Load,Complete,9010171691,Shipped,0309569165,RBTW,,,
07/26/2024,22:00,42155269,Live Load,Complete,9010171223,Shipped,0309565052,METG,,,
07/26/2024,22:00,42153971,Live Load,Complete,9010171684,Shipped,0309569161,RBTW,,,
07/26/2024,22:00,42155749,Live Load,Canceled,9010169810,Shipped,0309544459,MOEG,,,moeller
07/26/2024,22:00,42154229,Live Unload,Complete,,,,,4509956963,Receiving Verified,
07/26/2024,22:00,42154396,Pickup Load,Complete,9010171144,Shipped,0309564122,CPU,,,Load on Target
07/26/2024,22:00,42155768,Live Load,Complete,9010169706,Shipped,0309543210,STVV,,,Stevens
07/26/2024,22:00,42153986,Live Load,Complete,9010171190,Shipped,0309564794,CPU,,,National Carriers
07/26/2024,22:00,42150583,Live Unload,Complete,,,,,4509956910,Receiving Verified,
07/26/2024,22:00,42153612,Pickup Load,Complete,9010171048,Shipped,0309562075,CPU,,,Load on Publix
07/26/2024,22:00,42154953,Live Load,Complete,9010170880,Shipped,0309558118,STVV,,,Stevens
07/26/2024,22:00,42153335,Live Load,Complete,9010171465,Shipped,0309568068,STVV,,,
07/27/2024,00:00,42154686,Live Load,Complete,9010170554,Shipped,0309554191,CPU,,,Spot
07/27/2024,00:00,42154364,Pickup Load,Complete,9010171486,Shipped,0309568779,CPU,,,Load on Marten
07/27/2024,00:00,42155200,Live Load,Complete,9010171314,Shipped,0309566545,CPU,,,SUNSTATE
07/27/2024,00:00,42155084,Pickup Load,Scheduled,9010172337,Shipped,0309578362,CPU,,,Load on Prime
07/27/2024,00:00,42154694,Live Load,Complete,9010170552,Shipped,0309554192,CPU,,,Spot
07/27/2024,00:00,42154406,Pickup Load,Complete,9010171482,Shipped,0309568775,CPU,,,LOAD ON PUBLIX
07/27/2024,00:00,42154690,Live Load,Complete,9010170553,Shipped,0309554190,CPU,,,Spot
07/27/2024,00:00,42154711,Pickup Load,Scheduled,9010170387,,0309552144,WALM,,,Load on walmart
07/27/2024,01:00,42153984,Live Load,Complete,9010171477,Shipped,0309568568,CPU,,,Load on Marten
07/27/2024,01:00,42154257,Pickup Load,Complete,9010171268,Shipped,0309565700,CPU,,,Load on Heyl
07/27/2024,01:00,42153349,Pickup Load,Complete,9010171418,Shipped,0309567716,MTEN,,,Load on Marten
07/27/2024,01:00,42153265,Live Load,Complete,9010171420,Shipped,0309567719,MTEN,,,Load on Marten
07/27/2024,01:00,42153331,Live Load,Complete,9010171423,Shipped,0309567720,MTEN,,,Load on Marten
07/27/2024,01:00,42153166,Pickup Load,Complete,9010171169,Shipped,0309564661,CPU,,,Load on Marten
07/27/2024,01:00,42154249,Pickup Load,Complete,9010171283,Shipped,0309565721,CPU,,,Load on Heyl
07/27/2024,01:00,42153009,Pickup Load,Complete,9010171168,Shipped,0309564664,CPU,,,Load on prime
07/27/2024,02:00,42151536,Pickup Load,Complete,9010170449,Shipped,0309551924,SQNS,,,
07/27/2024,02:00,42155034,Live Load,Complete,9010171417,Shipped,0309567721,HEYL,,,
07/27/2024,02:00,42153287,Pickup Load,Complete,9010171439,Shipped,0309568065,CJHT,,,
07/27/2024,02:00,42153372,Pickup Load,Canceled,9010171417,Shipped,0309567721,HEYL,,,
07/27/2024,02:00,42153289,Pickup Load,Scheduled,9010171427,Shipped,0309567742,CJHT,,,
07/27/2024,02:00,42153212,Pickup Load,Complete,9010171347,Shipped,0309566535,METG,,,
07/27/2024,02:00,42153069,Live Load,Complete,9010171244,Shipped,0309565126,MTEN,,,
07/27/2024,02:00,42153291,Pickup Load,Complete,9010171422,Shipped,0309567727,CJHT,,,
07/27/2024,02:00,42153214,Pickup Load,Complete,9010171343,Shipped,0309566748,METG,,,
07/27/2024,03:00,42153499,Pickup Load,Complete,9010171753,Shipped,0309570380,METG,,,
07/27/2024,03:00,42153374,Pickup Load,Canceled,9010171425,Shipped,0309567740,HEYL,,,
07/27/2024,03:00,42153495,Pickup Load,Complete,9010171745,Shipped,0309570337,METG,,,
07/27/2024,03:00,42153503,Pickup Load,Complete,9010171761,Shipped,0309570326,METG,,,
07/27/2024,03:00,42154911,Pickup Load,Complete,9010171279,Shipped,0309565720,CPU,,,Load on Davis
07/27/2024,03:00,42153501,Pickup Load,Complete,9010171736,Shipped,0309570335,METG,,,
07/27/2024,03:00,42153505,Pickup Load,Complete,9010171749,Shipped,0309570381,METG,,,
07/27/2024,03:00,42153497,Pickup Load,Complete,9010171739,Shipped,0309570401,METG,,,
07/27/2024,03:00,42153424,Pickup Load,Complete,9010171416,Shipped,0309567604,MTEN,,,
07/27/2024,04:00,42153546,Live Load,Complete,9010171737,Shipped,0309570389,MTEN,,,
07/27/2024,04:00,42153564,Live Load,Complete,9010171726,Shipped,0309570392,CJHT,,,
07/27/2024,04:00,42153582,Live Load,Complete,9010171734,Shipped,0309570394,CJHT,,,
07/27/2024,04:00,42153542,Live Load,Complete,9010171784,Shipped,0309570323,MTEN,,,
07/27/2024,04:00,42153540,Pickup Load,Scheduled,9010171770,Shipped,0309570340,MTEN,,,
07/27/2024,04:00,42153568,Pickup Load,Complete,9010171732,Shipped,0309570383,CJHT,,,
07/27/2024,04:00,42153576,Pickup Load,Complete,9010171731,Shipped,0309570333,CJHT,,,
07/27/2024,04:00,42153544,Pickup Load,Scheduled,9010171777,Shipped,0309570365,MTEN,,,
07/27/2024,05:00,42153620,Pickup Load,Scheduled,9010171711,Shipped,0309570403,HEYL,,,
07/27/2024,05:00,42154884,Live Load,Complete,9010169816,Shipped,0309545371,CPU,,,Titanium American Logistics
07/27/2024,05:00,42152861,Pickup Load,Complete,9010171127,Shipped,0309563739,CPU,,,Load on Prime
07/27/2024,05:00,42153626,Pickup Load,Complete,9010171713,Shipped,0309570386,HEYL,,,
07/27/2024,05:00,42153624,Live Load,Complete,9010171722,Shipped,0309570390,HEYL,,,
07/27/2024,05:00,42155633,Live Load,Complete,9010171525,Shipped,0309568423,CXAN,,,CSX
07/27/2024,06:00,42153467,Pickup Load,Complete,9010171587,Shipped,0309570348,WALM,,,
07/27/2024,06:00,42153632,Pickup Load,Canceled,9010171721,Shipped,0309569473,HEYL,,,
07/27/2024,06:00,42154522,Live Load,Complete,9010171721,Shipped,0309569473,HEYL,,,
07/27/2024,06:00,42153628,Live Load,Complete,9010171716,Shipped,0309570341,HEYL,,,
07/27/2024,06:00,42153630,Pickup Load,Scheduled,9010171720,Shipped,0309570334,HEYL,,,
07/27/2024,07:00,42153634,Pickup Load,Canceled,9010171516,Shipped,0309568578,HEYL,,,
07/27/2024,07:00,42153751,Pickup Load,Scheduled,9010171693,Shipped,0309570398,PRIJ,,,
07/27/2024,07:00,42154872,Live Load,Complete,9010171434,Shipped,0309567899,STVV,,,
07/27/2024,07:00,42152712,Live Load,Complete,9010171076,Shipped,0309562537,CPU,,,National Carriers
07/27/2024,07:00,42153753,Pickup Load,Complete,9010171698,Shipped,0309570368,PRIJ,,,
07/27/2024,07:00,42153755,Live Load,Complete,9010171701,Shipped,0309570371,PRIJ,,,
07/27/2024,07:00,42153757,Pickup Load,Complete,9010171695,Shipped,0309570382,PRIJ,,,
07/27/2024,07:00,42153636,Pickup Load,Canceled,9010171517,Shipped,0309568576,HEYL,,,
07/27/2024,07:00,42152644,Live Load,Complete,9010171044,Shipped,0309560721,STVV,,,
07/27/2024,07:00,42153749,Pickup Load,Complete,9010171410,Shipped,0309567858,PRIJ,,,
07/27/2024,07:00,42154907,Pickup Load,Complete,9010171271,Shipped,0309565703,CPU,,,Load on Davis
07/27/2024,08:00,42155051,Live Load,Complete,9010171514,Shipped,0309568633,SQNS,,,
07/27/2024,08:00,42154692,Live Load,Canceled,9010170975,Shipped,0309560317,STVV,,,
07/27/2024,08:00,42153469,Pickup Load,Scheduled,9010171585,Shipped,0309570324,WALM,,,
07/27/2024,08:00,42153465,Pickup Load,Complete,9010171586,Shipped,0309570369,WALM,,,
07/27/2024,08:00,42153463,Pickup Load,Scheduled,9010171589,Shipped,0309570387,WALM,,,
07/27/2024,08:00,42154913,Pickup Load,Complete,9010171270,Shipped,0309565697,CPU,,,Load on Davis
07/27/2024,08:00,42153672,Live Load,Complete,9010171798,Shipped,0309570399,STVV,,,
07/27/2024,08:00,42154866,Live Load,Canceled,9010170975,Shipped,0309560317,STVV,,,
07/27/2024,08:00,42154047,Pickup Load,Canceled,9010171514,Shipped,0309568633,SQNS,,,
07/27/2024,08:00,42152438,Pickup Load,Canceled,9010170975,Shipped,0309560317,STVV,,,
07/27/2024,08:00,42154043,Live Load,Complete,9010171512,Shipped,0309568644,SQNS,,,
07/27/2024,08:00,42154045,Live Load,Complete,9010171511,Shipped,0309568645,SQNS,,,
07/27/2024,09:00,42154151,Live Load,Complete,9010171412,Shipped,0309567746,SQNS,,,
07/27/2024,09:00,42154051,Live Load,Complete,9010171386,Shipped,0309566417,SQNS,,,
07/27/2024,09:00,42154684,Live Load,Complete,9010171312,Shipped,0309566470,CPU,,,Spot
07/27/2024,09:00,42154109,Live Load,Complete,9010171202,Shipped,0309565348,CPU,,,BJ'S LOGISTICS
07/27/2024,09:00,42154053,Pickup Load,Scheduled,9010171766,Shipped,0309570376,SQNS,,,
07/27/2024,09:00,42154185,Pickup Load,Complete,9010171771,Shipped,0309569136,SQNS,,,
07/27/2024,09:00,42154049,Live Load,Complete,9010171513,Shipped,0309568642,SQNS,,,
07/27/2024,09:00,42154374,Live Load,Complete,9010172062,Shipped,0309575357,CJHT,,,
07/27/2024,10:00,42154540,Live Load,Complete,9010171516,Shipped,0309568578,HEYL,,,
07/27/2024,10:00,42153077,Pickup Load,Complete,9010171066,Shipped,0309562189,SQNS,,,
07/27/2024,10:00,42154057,Live Load,Complete,9010171773,Shipped,0309570402,SQNS,,,
07/27/2024,10:00,42153662,Pickup Load,Canceled,9010171797,Shipped,0309569472,STVV,,,
07/27/2024,10:00,42152080,Live Unload,Scheduled,,,,,4509962835,InTransit,
07/27/2024,10:00,42154831,Live Load,Complete,9010170365,Shipped,0309551384,SQNS,,,sunstate carriers
07/27/2024,10:00,42154965,Live Load,Complete,9010172438,Shipped,0309569478,RBTW,,,
07/27/2024,10:00,42154143,Pickup Load,Complete,9010171769,Shipped,0309569137,SQNS,,,
07/27/2024,10:00,42154349,Live Load,Complete,9010171310,Shipped,0309566478,CPU,,,SPOT
07/27/2024,11:00,42153253,Live Load,Complete,9010171309,Shipped,0309566477,CPU,,,TRINITY
07/27/2024,11:00,42153666,Pickup Load,Complete,9010171800,Shipped,0309570385,STVV,,,
07/27/2024,12:00,42154410,Live Load,Complete,9010170562,Shipped,0309554448,CPU,,,SPOT
07/27/2024,12:00,42153833,Live Load,Complete,9010171313,Shipped,0309566473,CPU,,,Spot
07/27/2024,13:00,42153682,Live Load,Canceled,9010171824,Shipped,0309570388,MOEG,,,
07/27/2024,13:00,42153311,Live Load,Complete,9010171401,Shipped,0309567732,ABXN,,,
07/27/2024,13:00,42153353,Pickup Load,Canceled,9010171434,Shipped,0309567899,STVV,,,
07/27/2024,13:00,42154923,Live Load,Complete,9010171286,Shipped,0309565817,CPU,,,WHITEHORSE FREIGHT
07/27/2024,13:00,42153846,Live Load,Complete,9010171404,Shipped,0309567728,ABXN,,,
07/27/2024,13:00,42154157,Pickup Load,Complete,9010171387,Shipped,0309566542,SQNS,,,
07/27/2024,14:00,42152759,Pickup Load,Complete,9010170873,Shipped,0309557485,MTEN,,,
07/27/2024,14:00,42153141,Live Load,Complete,9010171130,Shipped,0309563736,CLLQ,,,
07/27/2024,15:00,42153697,Live Load,Complete,9010171107,Shipped,0309563229,CPU,,,TRINITY
07/27/2024,15:00,42154534,Live Load,Complete,9010171517,Shipped,0309568576,HEYL,,,
07/27/2024,15:00,42153844,Live Load,Complete,9010171106,Shipped,0309563234,CPU,,,Trinity
07/27/2024,15:00,42154562,Live Load,Complete,9010171484,Shipped,0309568776,CPU,,,sunstate carriers
07/27/2024,15:00,42154414,Live Load,Complete,9010170561,Shipped,0309554446,CPU,,,SPOT
07/27/2024,15:00,42153982,Live Load,Complete,9010171515,Shipped,0309568639,RBTW,,,
07/27/2024,15:00,42154189,Pickup Load,Complete,9010171783,Shipped,0309569140,SQNS,,,
07/27/2024,15:00,42154412,Live Load,Complete,9010170560,Shipped,0309554447,CPU,,,SPOT
07/27/2024,16:00,42154870,Live Load,Complete,9010171797,Shipped,0309569472,STVV,,,
07/27/2024,16:00,42153315,Live Unload,Complete,,,,,4509962779,Receiving Verified,
07/27/2024,16:00,42153998,Live Load,Complete,9010170356,Shipped,0309551224,SQNS,,,
07/27/2024,16:00,42154418,Live Load,Complete,9010170563,Shipped,0309554449,CPU,,,SPOT
07/27/2024,16:00,42154739,Live Load,Complete,9010170974,Shipped,0309560733,CPU,,,LONGSHIP
07/27/2024,16:00,42154688,Live Load,Canceled,9010171797,Shipped,0309569472,STVV,,,
07/27/2024,16:00,42154773,Live Load,Complete,9010171046,Shipped,0309562035,CPU,,,Patterson Companies
07/27/2024,16:00,42154163,Live Load,Complete,9010170619,Shipped,0309554643,TBXK,,,
07/27/2024,16:00,42154793,Live Load,Complete,9010171483,Shipped,0309568784,CPU,,,SUNSTATE
07/27/2024,17:00,42154672,Live Load,Complete,9010170243,Shipped,0309550852,CPU,,,SPOT
07/27/2024,17:00,42151671,Live Load,Complete,9010170663,Shipped,0309554641,MTEN,,,
07/27/2024,17:00,42153572,Live Load,Complete,9010171724,Shipped,0309570400,CJHT,,,
07/27/2024,17:00,42153578,Live Load,Complete,9010171729,Shipped,0309570384,CJHT,,,
07/27/2024,18:00,42152839,Live Unload,Complete,,,,,4509956908,Receiving Verified,
07/27/2024,18:00,42154715,Live Unload,Complete,,,,,4509974769,Receiving Verified,
07/27/2024,18:00,42154055,Live Load,Complete,9010171785,Shipped,0309570378,SQNS,,,
07/27/2024,18:00,42153489,Live Load,Complete,9010171692,Shipped,0309570418,TBXK,,,
07/27/2024,19:00,42155019,Live Load,Complete,9010170549,Shipped,0309554069,CPU,,,Titanium American Logistics
07/27/2024,19:00,42154852,Live Load,Complete,9010171315,Shipped,0309566546,CPU,,,Giant Eagle
07/27/2024,19:00,42154193,Live Load,Complete,9010171280,Shipped,0309565733,CPU,,,Diel-Jerue
07/27/2024,19:00,42150581,Live Unload,Complete,,,,,4509956951,Receiving Verified,
07/27/2024,19:00,42154848,Live Load,Complete,9010171317,Shipped,0309566544,CPU,,,Giant Eagle
07/27/2024,19:00,42154915,Live Load,Complete,9010170774,Shipped,0309556933,CPU,,,LONGSHIP
07/27/2024,19:00,42154717,Live Unload,Complete,,,,,4509974806,Receiving Verified,
07/27/2024,19:00,42155017,Pickup Load,Scheduled,9010171320,Shipped,0309566657,CPU,,,Load on Marten
07/27/2024,20:00,42155391,Live Load,Complete,9010169734,Shipped,0309543682,CPU,,,Tribe Transportation
07/27/2024,20:00,42155806,Live Load,Complete,9010171850,Shipped,0309571316,CJHT,,,
07/27/2024,20:00,42155057,Live Load,Complete,9010171292,Shipped,0309566320,CPU,,,LONGSHIP
07/27/2024,20:00,42155202,Live Load,Complete,9010171316,Shipped,0309566547,CPU,,,SUNSTATE
07/27/2024,20:00,42154719,Pickup Load,Scheduled,9010171265,Shipped,0309565701,CPU,,,LOAD ON PUBLIX
07/27/2024,20:00,42155627,Live Load,Canceled,9010171824,Shipped,0309570388,MOEG,,,
07/27/2024,20:00,42155337,Pickup Load,Scheduled,9010170386,Shipped,0309551476,STVV,,,
07/27/2024,20:00,42150585,Live Unload,Complete,,,,,4509956968,Receiving Verified,
07/27/2024,20:00,42155141,Pickup Load,Complete,9010169812,Shipped,0309544091,MTEN,,,
07/27/2024,21:00,42155378,Pickup Load,Complete,9010170610,Shipped,0309554644,PRIJ,,,Load on prime
07/27/2024,21:00,42155263,Live Load,Complete,9010171537,Shipped,0309569400,CPU,,,MDI
07/27/2024,21:00,42155495,Live Load,Complete,9010171457,Shipped,0309568075,METG,,,
07/27/2024,21:00,42155808,Live Load,Complete,9010171844,Shipped,0309571288,CJHT,,,
07/27/2024,21:00,42150035,Live Unload,Complete,,,,,4509956944,Receiving Verified,
07/27/2024,22:00,42153988,Live Load,Complete,9010171390,Shipped,0309567592,CPU,,,National Carriers
07/27/2024,22:00,42152731,Live Load,Complete,9010170305,Shipped,0309551203,SQNS,,,
07/27/2024,22:00,42154723,Live Unload,Complete,,,,,4509974832,Receiving Verified,
07/27/2024,22:00,42154725,Pickup Load,Complete,9010171273,Shipped,0309565705,CPU,,,LOAD ON PUBLIX
07/27/2024,22:00,42152046,Live Unload,Complete,,,,,4509956955,Receiving Verified,
07/28/2024,01:00,42153361,Pickup Load,Scheduled,9010171165,Shipped,0309564489,MTEN,,,Load on Marten
07/28/2024,02:00,42153509,Pickup Load,Complete,9010171744,Shipped,0309570549,METG,,,
07/28/2024,02:00,42153507,Pickup Load,Complete,9010171754,Shipped,0309569271,METG,,,
07/28/2024,02:00,42153548,Pickup Load,Complete,9010171789,Shipped,0309570582,MTEN,,,
07/28/2024,02:00,42153275,Pickup Load,Complete,9010171413,Shipped,0309567729,METG,,,
07/28/2024,02:00,42153511,Pickup Load,Complete,9010171747,Shipped,0309570591,METG,,,
07/28/2024,02:00,42153096,Pickup Load,Complete,9010170886,Shipped,0309557522,SQNS,,,
07/28/2024,02:00,42152174,Pickup Load,Scheduled,9010170804,Shipped,0309556746,HEYL,,,
07/28/2024,02:00,42153271,Pickup Load,Complete,9010171400,Shipped,0309567733,METG,,,
07/28/2024,03:00,42153556,Live Load,Complete,9010171758,Shipped,0309570567,MTEN,,,
07/28/2024,03:00,42153562,Pickup Load,Scheduled,9010171762,Shipped,0309570544,MTEN,,,
07/28/2024,03:00,42153638,Pickup Load,Complete,9010171714,Shipped,0309570572,HEYL,,,
07/28/2024,03:00,42153552,Pickup Load,Scheduled,9010171751,Shipped,0309570566,MTEN,,,
07/28/2024,03:00,42153566,Live Load,Complete,9010171740,Shipped,0309570551,MTEN,,,
07/28/2024,03:00,42153550,Pickup Load,Complete,9010171743,Shipped,0309570396,MTEN,,,
07/28/2024,03:00,42153574,Live Load,Complete,9010171760,Shipped,0309570565,MTEN,,,
07/28/2024,03:00,42153570,Pickup Load,Scheduled,9010171752,Shipped,0309570576,MTEN,,,
07/28/2024,04:00,42153640,Pickup Load,Complete,9010171718,Shipped,0309570550,HEYL,,,
07/28/2024,04:00,42153644,Pickup Load,Complete,9010171717,Shipped,0309569143,HEYL,,,
